2019-09-04 16:49:09,723|INFO|111|_initlog|



2019-09-04 16:49:09,723|INFO|112|_initlog|logger is inited!
2019-09-04 16:53:38,834|INFO|111|_initlog|



2019-09-04 16:53:38,834|INFO|112|_initlog|logger is inited!
2019-09-04 16:58:59,946|INFO|111|_initlog|



2019-09-04 16:58:59,946|INFO|112|_initlog|logger is inited!
2019-09-04 16:59:51,157|INFO|111|_initlog|



2019-09-04 16:59:51,157|INFO|112|_initlog|logger is inited!
2019-09-04 17:07:28,783|INFO|111|_initlog|



2019-09-04 17:07:28,783|INFO|112|_initlog|logger is inited!
2019-09-04 17:08:34,923|INFO|111|_initlog|



2019-09-04 17:08:34,923|INFO|112|_initlog|logger is inited!
2019-09-04 17:15:20,101|INFO|111|_initlog|



2019-09-04 17:15:20,101|INFO|112|_initlog|logger is inited!
2019-09-04 17:25:01,289|INFO|111|_initlog|



2019-09-04 17:25:01,289|INFO|112|_initlog|logger is inited!
2019-09-04 17:26:07,660|INFO|111|_initlog|



2019-09-04 17:26:07,660|INFO|112|_initlog|logger is inited!
2019-09-04 17:26:42,796|INFO|111|_initlog|



2019-09-04 17:26:42,796|INFO|112|_initlog|logger is inited!
2019-09-04 17:36:12,921|INFO|111|_initlog|



2019-09-04 17:36:12,921|INFO|112|_initlog|logger is inited!
2019-09-04 17:45:12,483|INFO|111|_initlog|



2019-09-04 17:45:12,484|INFO|112|_initlog|logger is inited!
